"year","student_id","present","excusedabsent","excusedtardy","absent","tardy","truant","inschoolsuspension","suspended"
"2016","6934","29","0","0","0","0","0","0","0"
"2015","3961","125","0","0","1","47","5","0","0"
"2016","15097","17","0","0","2","6","0","0","0"
"2014","6340","177","0","0","1","0","0","0","0"
"2015","14525","152","0","0","7","13","0","0","0"
"2013","12019","22","0","0","1","5","0","0","5"
"2012","2704","0","0","0","2","8","0","0","0"
"2014","10333","175","0","0","0","0","0","0","0"
"2015","11736","165","0","0","8","0","0","0","0"
"2016","7192","29","0","0","0","0","0","0","0"
"2016","7093","29","0","0","0","0","0","0","0"
"2015","13444","107","0","0","13","50","5","0","0"
"2012","6565","0","0","0","14","25","0","0","0"
"2014","12518","175","0","0","0","0","0","0","0"
"2013","6452","183","0","0","0","0","0","0","0"
"2012","3503","0","0","0","0","4","0","0","1"
"2014","10338","169","0","2","6","6","0","0","0"
"2016","12821","29","0","0","0","0","0","0","0"
"2015","6902","150","0","0","5","7","4","0","0"
"2015","10543","67","0","0","8","0","0","0","0"
"2016","13113","19","0","0","4","6","0","0","0"
"2015","6446","171","0","0","0","0","0","0","0"
"2016","13089","29","0","0","0","0","0","0","0"
"2014","10281","135","0","0","8","12","13","0","1"
"2014","12576","154","0","0","1","19","1","0","0"
"2015","13271","103","0","0","4","2","0","0","0"
"2015","3329","152","0","0","7","6","0","0","1"
"2015","6853","164","0","0","2","0","0","0","0"
"2014","7085","184","0","0","0","0","0","0","0"
"2016","16368","26","0","0","0","2","0","0","0"
"2016","6903","29","0","0","0","0","0","0","0"
"2015","12594","161","0","0","4","10","0","0","0"
"2016","6798","27","0","0","0","2","0","0","0"
"2013","10281","103","0","0","10","42","12","2","0"
"2015","13274","174","0","0","0","0","0","0","0"
"2016","14772","26","0","0","1","2","0","0","0"
"2016","12907","26","0","0","0","5","1","0","0"
"2014","6612","170","0","0","10","0","2","0","0"
"2013","11968","158","0","0","2","1","0","0","0"
"2013","11944","174","0","0","0","0","0","0","0"
"2014","12788","177","0","0","5","1","0","0","0"
"2013","6936","166","0","1","3","10","0","0","0"
"2015","12369","136","0","0","5","15","6","0","0"
"2014","12733","174","0","0","6","2","0","0","0"
"2015","12793","171","0","0","0","4","0","0","0"
"2016","13007","30","0","0","0","0","0","0","0"
"2013","10309","170","0","0","2","8","2","0","0"
"2014","10664","174","0","0","0","0","1","0","0"
"2015","14358","79","0","0","10","7","3","0","0"
"2016","14099","29","0","0","0","0","0","0","0"
"2016","15126","28","0","0","1","0","0","0","0"
"2013","2638","57","0","0","0","0","0","0","0"
"2013","11847","128","0","0","2","54","4","0","0"
"2013","6429","165","0","0","14","3","0","0","0"
"2015","13838","177","0","0","0","0","0","0","0"
"2012","3101","0","0","0","3","1","0","0","0"
"2015","14084","169","0","0","3","0","0","0","0"
"2014","12672","175","0","0","0","0","0","0","0"
"2014","3405","174","0","0","0","3","0","0","0"
"2016","13104","11","0","0","9","3","5","0","0"
"2016","6832","29","0","0","0","0","0","0","0"
"2014","11308","182","0","0","0","0","0","0","0"
"2015","13442","33","0","0","24","47","39","0","0"
"2016","7044","23","0","0","0","0","0","0","0"
"2016","10497","23","0","0","1","5","0","0","0"
"2016","10244","28","0","0","0","1","0","0","0"
"2016","15290","10","0","0","2","14","2","0","0"
"2016","12641","29","0","0","0","0","0","0","0"
"2015","11434","150","0","0","2","6","0","0","0"
"2014","6769","155","0","2","6","17","0","0","0"
"2014","12937","163","0","0","10","9","0","0","0"
"2015","13012","136","0","1","3","17","2","0","0"
"2016","16053","23","0","0","4","0","0","0","0"
"2016","15510","29","0","0","0","0","0","0","0"
"2015","15062","169","0","0","0","4","1","0","0"
"2015","13536","165","0","0","2","4","0","0","0"
"2014","11741","162","0","0","6","10","0","0","0"
"2015","14947","70","0","0","23","38","37","0","0"
"2015","10376","173","0","0","0","2","0","0","0"
"2014","6689","132","0","0","4","38","0","0","0"
"2015","3484","173","0","0","0","1","0","0","0"
"2015","15170","160","0","0","1","0","0","0","0"
"2015","6920","150","0","0","4","12","1","0","0"
"2012","6816","0","0","0","2","0","0","0","0"
"2016","12426","29","0","0","0","0","0","0","0"
"2013","3458","139","0","0","4","22","0","0","0"
"2015","6433","170","0","0","0","0","0","0","0"
"2015","14589","155","0","0","1","10","0","0","0"
"2016","6757","29","0","0","0","0","0","0","0"
"2013","6808","156","0","0","13","2","0","0","0"
"2015","12036","152","0","0","1","20","1","0","0"
"2016","16134","25","0","0","0","4","0","0","0"
"2015","15141","143","0","0","2","18","0","0","0"
"2014","12349","155","0","0","2","16","0","0","0"
"2015","13133","151","0","0","6","14","1","0","0"
"2016","16290","26","0","0","0","0","0","0","0"
"2014","11960","174","0","0","1","0","0","0","0"
"2016","16247","23","0","0","1","5","0","0","0"
"2012","2313","0","0","0","2","1","0","0","0"
"2012","6725","0","0","0","1","4","0","0","0"
"2013","11879","171","0","0","0","4","0","0","0"
"2014","11467","165","0","0","9","1","1","0","0"
"2012","6447","0","0","0","5","2","0","0","0"
"2013","6999","146","0","0","5","22","2","0","0"
"2016","7109","27","0","0","0","0","0","0","0"
"2014","13556","34","0","0","3","73","42","0","0"
"2015","11570","174","0","0","0","1","0","0","0"
"2015","15192","134","0","0","2","24","1","0","0"
"2016","15335","29","0","0","0","0","0","0","0"
"2014","11457","169","0","0","9","1","0","0","0"
"2016","14363","27","0","0","1","1","0","0","0"
"2015","14082","101","0","0","16","27","8","0","0"
"2013","11727","157","0","0","5","24","0","0","1"
"2015","14767","155","0","0","2","11","0","0","1"
"2016","11869","26","0","0","1","1","0","0","0"
"2014","3430","175","0","0","0","0","0","0","0"
"2016","12336","29","0","0","0","0","0","0","0"
"2014","13494","99","0","0","5","42","4","0","0"
"2014","6484","162","0","0","2","18","2","0","0"
"2014","13307","172","0","0","6","0","0","0","0"
"2015","14837","159","0","0","2","10","4","0","0"
"2016","12856","26","0","0","0","3","0","0","0"
"2014","10792","174","0","0","0","0","0","0","0"
"2013","6937","176","0","0","1","3","1","0","0"
"2015","14565","174","0","0","0","2","0","0","0"
"2014","13026","175","0","0","0","0","0","0","0"
"2015","12931","174","0","0","0","2","0","0","0"
"2015","14810","21","0","0","1","3","1","0","0"
"2013","6571","103","0","2","2","74","2","0","0"
"2015","3319","171","0","0","0","0","0","0","0"
"2015","13026","174","0","0","0","2","0","0","0"
"2016","13263","30","0","0","0","0","0","0","0"
"2014","12974","171","0","0","9","4","1","0","0"
"2014","7203","120","0","0","13","42","6","0","0"
"2015","14238","159","0","0","3","9","0","0","0"
"2014","6627","150","0","0","7","23","1","0","0"
"2013","3297","146","0","0","11","13","3","0","0"
"2016","13466","28","0","0","0","0","1","0","0"
"2014","12746","165","0","0","4","0","1","0","0"
"2012","3554","0","0","0","5","1","0","0","0"
"2014","3061","175","0","0","0","0","0","0","0"
"2016","14855","27","0","0","0","1","0","0","0"
"2013","6728","176","0","0","1","1","0","0","0"
"2013","11846","115","0","0","14","49","9","0","1"
"2013","6494","169","0","0","1","10","0","0","0"
"2015","12423","153","0","0","11","4","0","0","0"
"2015","13275","172","0","0","0","0","0","0","0"
"2015","6703","142","0","0","7","14","8","0","0"
"2016","6454","29","0","0","0","0","0","0","0"
"2012","3971","0","0","0","8","6","0","0","0"
"2014","12356","169","0","0","0","7","0","0","0"
"2014","6725","157","0","0","0","15","2","0","0"
"2015","12560","119","0","0","6","50","1","0","0"
"2016","13276","29","0","0","0","0","0","0","0"
"2013","10974","181","0","0","0","0","0","0","0"
"2014","6505","174","0","0","1","5","2","0","0"
"2016","15870","27","0","0","1","0","0","0","0"
"2012","6691","0","0","0","1","3","0","0","0"
"2014","6974","170","0","0","3","8","2","0","0"
"2015","13797","153","0","0","0","22","0","0","0"
"2016","15924","16","0","0","1","6","2","0","0"
"2014","6526","169","0","0","4","5","2","0","0"
"2014","3505","171","0","0","2","0","0","0","0"
"2016","16905","21","0","0","0","0","0","0","0"
"2015","13059","114","0","0","3","48","3","0","0"
"2016","16291","22","0","0","0","7","0","0","0"
"2014","6824","166","0","0","2","13","0","0","0"
"2014","13041","72","0","0","5","14","1","0","0"
"2013","10443","158","0","1","1","2","0","0","0"
"2016","13576","20","0","0","0","10","0","0","0"
"2012","6484","0","0","0","2","2","0","0","0"
"2016","15581","27","0","0","1","0","0","0","0"
"2016","15414","29","0","0","0","0","0","0","0"
"2013","11822","16","0","0","4","2","1","0","0"
"2015","13296","175","0","0","0","0","0","0","0"
"2013","4566","171","0","0","1","6","2","0","0"
"2014","13257","176","0","0","1","1","0","0","0"
"2016","14616","29","0","0","0","0","0","0","0"
"2014","12918","177","0","0","3","2","0","0","0"
"2015","12947","166","0","0","0","3","0","0","0"
"2016","16294","28","0","0","0","0","0","0","0"
"2014","11016","170","0","0","0","10","0","0","0"
"2013","3110","163","0","0","6","3","1","0","0"
"2015","14801","150","0","0","8","11","4","0","0"
"2013","3939","143","0","0","2","31","1","0","2"
"2013","6941","180","0","0","1","0","0","0","0"
"2016","6579","22","0","0","1","2","0","0","0"
"2016","15871","14","0","0","4","4","6","0","0"
"2012","3513","0","0","0","0","5","0","0","0"
"2015","14175","124","0","0","14","17","6","0","0"
"2014","6979","121","0","0","7","53","0","0","0"
"2016","14615","29","0","0","0","0","0","0","0"
"2016","14444","5","0","0","0","0","0","0","0"
"2015","3276","93","0","0","2","4","0","0","0"
"2015","6686","169","0","0","0","3","1","0","0"
"2016","16333","30","0","0","0","0","0","0","0"
"2015","14314","156","0","0","2","16","0","0","0"
"2014","11025","181","0","0","0","1","0","0","0"
"2014","10401","177","0","0","0","1","0","0","0"
"2012","6734","0","0","0","3","25","0","0","0"
"2013","3126","168","0","0","0","4","3","0","0"
"2013","6667","171","0","0","4","1","0","0","0"
"2015","11748","175","0","0","0","1","1","0","0"
"2014","6854","34","0","0","22","118","2","0","0"
"2016","16568","18","0","0","0","11","1","0","0"
"2015","14658","174","0","0","0","0","0","0","0"
"2013","11829","42","0","1","11","97","36","0","0"
"2015","14383","124","0","0","0","41","8","0","0"
"2015","3194","5","0","0","0","0","0","0","0"
"2016","16870","1","0","0","6","5","5","0","0"
"2016","16017","28","0","0","0","1","0","0","0"
"2014","3219","165","0","0","0","9","0","0","0"
"2014","12881","171","0","0","6","4","0","0","0"
"2015","3093","152","0","0","0","1","1","0","0"
"2016","14964","22","0","0","6","1","0","0","0"
"2012","3047","0","0","0","0","3","0","0","0"
"2014","12915","185","0","0","0","0","0","0","0"
"2016","12622","28","0","0","0","0","0","0","0"
"2016","12052","20","0","0","0","5","0","0","0"
"2016","16896","23","0","0","0","0","0","0","0"
"2016","16937","13","0","0","0","0","0","0","0"
"2014","6538","172","0","0","0","3","0","0","0"
"2015","10750","170","0","0","0","0","0","0","0"
"2014","11181","170","0","0","5","5","1","0","0"
"2016","14700","28","0","0","1","0","0","0","0"
"2016","13019","29","0","0","0","0","0","0","0"
"2015","14619","140","0","0","4","28","2","0","0"
"2016","14209","27","0","0","0","2","0","0","0"
"2013","6871","178","0","0","0","2","0","0","0"
"2014","13389","178","0","0","0","0","0","0","0"
"2015","12539","173","0","0","1","0","0","0","0"
"2012","6568","0","0","0","2","18","0","0","0"
"2012","3395","0","0","0","4","2","0","0","0"
"2014","12967","10","0","0","0","0","0","0","0"
"2016","13705","22","0","0","1","5","1","0","0"
"2012","2982","0","0","0","12","16","0","0","2"
"2015","12694","152","0","0","0","12","1","0","0"
"2016","12713","26","0","0","1","2","0","0","0"
"2016","13728","28","0","0","0","0","0","0","0"
"2015","14281","175","0","0","0","0","0","0","0"
"2016","16645","27","0","0","0","1","0","0","0"
"2015","14636","154","0","0","6","15","0","0","0"
"2016","16363","27","0","0","0","2","0","0","0"
"2015","12315","166","0","0","1","0","0","0","0"
"2015","13819","170","0","0","1","0","0","0","0"
"2012","3527","8","0","0","3","1","0","0","0"
"2014","12941","83","0","0","22","44","26","0","0"
"2015","3126","162","0","0","0","3","0","0","0"
"2013","7131","152","0","0","2","20","0","0","0"
"2015","6759","50","0","0","28","64","34","0","0"
"2012","6627","0","0","0","4","0","0","0","0"
"2015","13642","138","0","0","4","1","0","0","0"
"2016","14225","28","0","0","0","1","0","0","0"
"2016","6997","28","0","0","0","1","0","0","0"
"2016","15327","28","0","0","0","0","0","0","0"
"2013","11645","177","0","0","2","1","0","0","0"
"2016","10996","25","0","0","1","3","0","0","0"
"2016","7045","27","0","0","0","2","0","0","0"
"2012","6794","0","0","0","5","54","0","0","0"
"2013","6544","165","0","0","2","0","0","0","0"
"2014","12802","178","0","0","0","0","0","0","0"
"2013","7112","180","0","0","2","0","0","0","0"
"2016","14477","28","0","0","0","0","0","0","0"
"2015","13636","118","0","0","6","43","0","0","0"
"2016","15493","29","0","0","1","0","0","0","0"
"2014","13493","3","0","0","3","3","3","0","0"
"2015","14142","167","0","0","4","0","0","0","0"
"2015","15175","124","0","0","15","17","4","0","0"
"2013","6831","173","0","0","7","2","0","0","0"
"2016","11896","27","0","0","0","3","0","0","0"
"2013","6776","180","0","0","3","0","0","0","0"
"2013","11876","156","0","0","1","15","3","0","0"
"2014","10625","175","0","0","0","0","0","0","0"
"2015","6840","169","0","0","0","2","0","0","0"
"2012","6909","0","0","0","0","11","0","0","0"
"2013","10304","115","0","0","13","24","26","0","0"
"2013","10862","174","0","0","6","0","0","0","0"
"2016","15589","29","0","0","0","0","0","0","0"
"2016","14047","26","0","0","2","1","0","0","0"
"2014","6611","103","0","1","17","26","32","0","0"
"2016","11123","26","0","0","0","3","0","0","0"
"2016","13028","25","0","0","1","3","1","0","0"
"2013","6961","182","0","0","1","0","0","0","0"
"2015","14374","173","0","0","0","0","0","0","0"
"2014","3243","174","0","0","0","0","1","0","0"
"2015","10929","170","0","0","2","1","0","0","0"
"2014","12448","177","0","0","0","1","0","0","0"
"2013","11749","173","0","0","1","1","0","0","0"
"2016","16670","24","0","0","0","4","0","0","0"
"2016","16683","24","0","0","1","1","0","0","0"
"2012","6373","0","0","0","3","1","0","0","0"
"2013","7117","178","0","0","5","0","0","0","0"
"2015","6810","165","0","0","0","6","0","0","0"
"2015","12556","168","0","0","3","0","0","0","0"
"2016","14093","22","0","0","0","0","0","0","0"
"2015","13711","1","0","0","0","4","0","0","0"
"2016","15159","30","0","0","0","0","0","0","0"
"2013","10676","171","0","0","2","0","0","0","0"
"2014","7059","168","0","0","1","13","1","0","0"
"2013","6350","154","0","0","0","27","0","0","0"
"2014","6406","168","0","0","4","2","0","0","0"
"2015","13255","133","0","0","3","42","0","0","0"
"2016","12546","21","0","0","0","6","2","0","0"
"2016","13827","27","0","0","0","0","0","0","0"
"2016","16090","28","0","0","1","0","0","0","0"
"2016","12421","29","0","0","0","0","0","0","0"
"2016","7056","28","0","0","0","0","0","0","0"
"2014","13592","101","0","0","0","1","0","0","0"
"2013","3355","171","0","0","5","4","0","0","0"
"2015","13511","140","0","0","6","18","5","0","0"
"2013","2299","152","0","0","5","18","0","0","0"
"2014","12476","171","0","0","13","0","0","0","0"
"2015","13458","134","0","0","2","20","11","0","0"
"2015","14687","173","0","0","0","1","0","0","0"
"2016","14575","29","0","0","0","0","0","0","0"
"2016","11107","23","0","0","0","6","0","0","0"
"2015","3494","112","0","0","3","59","0","0","0"
"2012","3929","0","0","0","2","2","0","0","0"
"2015","14266","162","0","0","1","1","0","0","0"
"2016","16272","29","0","0","0","0","0","0","0"
"2012","6957","0","0","0","2","2","0","0","0"
"2014","3304","165","0","0","4","5","0","0","0"
"2015","14969","164","0","0","6","3","0","0","0"
"2013","6950","174","0","0","2","2","0","0","0"
"2015","12625","148","0","0","3","3","0","0","0"
"2014","3198","166","0","0","7","0","0","0","0"
"2014","12331","173","0","0","1","1","0","0","0"
"2015","12490","135","0","0","13","15","12","0","0"
"2015","13953","172","0","0","0","0","0","0","0"
"2012","6578","5","0","0","4","28","0","0","0"
